,Theme,Paragraph,Question,Answer_possible,Answer_text,Answer_start
5336,Buddhism,"The first truth explains the nature of dukkha. Dukkha is commonly translated as ""suffering"", ""anxiety"", ""unsatisfactoriness"", ""unease"", etc., and it is said to have the following three aspects:",How many aspects are there to Dukkha?,True,['three'],[179]
5337,Buddhism,"The first truth explains the nature of dukkha. Dukkha is commonly translated as ""suffering"", ""anxiety"", ""unsatisfactoriness"", ""unease"", etc., and it is said to have the following three aspects:",Dukkha can be translated as what word in regards to unhappiness?,True,['unsatisfactoriness'],[105]
5338,Buddhism,"The first truth explains the nature of dukkha. Dukkha is commonly translated as ""suffering"", ""anxiety"", ""unsatisfactoriness"", ""unease"", etc., and it is said to have the following three aspects:","Suffering, anxiety, unsatisfactoriness, and unease is the translation of what word?",True,['Dukkha'],[47]
5340,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",What does the second of the Four Noble Truths explain?,True,['that the origin of dukkha can be known'],[20]
5341,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",What is the origin of dukkha?,True,['craving (Pali: tanha) conditioned by ignorance (Pali: avijja)'],[151]
5342,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",What is the third of the Four Noble Truths explain?,True,['the complete cessation of dukkha is possible'],[360]
5346,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",What is a contributing factor to Dukkha?,True,['ignorance'],[188]
5347,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",The second truth is?,True,['the origin of dukkha can be known'],[25]
5348,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",The origin of dukkha is explained as craving conditioned by what?,True,['ignorance'],[188]
5349,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",The root cause of dukkha is identified as ignorance of what?,True,['true nature of things'],[307]
5350,Buddhism,"The second truth is that the origin of dukkha can be known. Within the context of the four noble truths, the origin of dukkha is commonly explained as craving (Pali: tanha) conditioned by ignorance (Pali: avijja). On a deeper level, the root cause of dukkha is identified as ignorance (Pali: avijja) of the true nature of things. The third noble truth is that the complete cessation of dukkha is possible, and the fourth noble truth identifies a path to this cessation.[note 7]",The third noble truth is that the complete cessation of what is possible?,True,['dukkha'],[39]
5351,Buddhism,"The Noble Eightfold Path—the fourth of the Buddha's Noble Truths—consists of a set of eight interconnected factors or conditions, that when developed together, lead to the cessation of dukkha. These eight factors are: Right View (or Right Understanding), Right Intention (or Right Thought), Right Speech, Right Action, Right Livelihood, Right Effort, Right Mindfulness, and Right Concentration.",What is the fourth of the Buddha's Four Noble Truths?,True,['The Noble Eightfold Path'],[0]
5353,Buddhism,"The Noble Eightfold Path—the fourth of the Buddha's Noble Truths—consists of a set of eight interconnected factors or conditions, that when developed together, lead to the cessation of dukkha. These eight factors are: Right View (or Right Understanding), Right Intention (or Right Thought), Right Speech, Right Action, Right Livelihood, Right Effort, Right Mindfulness, and Right Concentration.",What are the eight factors of the Noble Eightfold Path?,True,"['Right View (or Right Understanding), Right Intention (or Right Thought), Right Speech, Right Action, Right Livelihood, Right Effort, Right Mindfulness, and Right Concentration']",[218]
5354,Buddhism,"The Noble Eightfold Path—the fourth of the Buddha's Noble Truths—consists of a set of eight interconnected factors or conditions, that when developed together, lead to the cessation of dukkha. These eight factors are: Right View (or Right Understanding), Right Intention (or Right Thought), Right Speech, Right Action, Right Livelihood, Right Effort, Right Mindfulness, and Right Concentration.",The Noble Eightfold Path is which of Buddha's Truths?,True,['the fourth'],[25]
5356,Buddhism,"The Noble Eightfold Path—the fourth of the Buddha's Noble Truths—consists of a set of eight interconnected factors or conditions, that when developed together, lead to the cessation of dukkha. These eight factors are: Right View (or Right Understanding), Right Intention (or Right Thought), Right Speech, Right Action, Right Livelihood, Right Effort, Right Mindfulness, and Right Concentration.",What is the end goal of the Fourth Truth?,True,['the cessation of dukkha'],[168]
